excel_row,no_sap,vendor,rank,classification,vocabulary_status,source,relation,circle_support,taxonomy_support,distinct_po_count,raw_po_item_count,column_u_item_count,raw_po_examples,column_u_examples,circle,taxonomy
1824,2020004769,PT CITRA PRATAMA WIRASENTOSA,1,SAFETY / K3,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,"Bendera Merah Putih, K3, Jamsostek, HK",,"Material Supply
Utilities and Energy | Safety, Site & General Consumables
Water Supply | kebutuhan umum proyek.
Air bersih,"
1826,2020004808,PT DATATEL INTER NUSA,1,IT / TELECOM,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Pengadaan  Baterai UPS Server DC HKT,Pengadaan  Baterai UPS Server DC HKT,,"Construction Services
Material Supply
Corporate Support Services | Mechanical, Electrical & Plumbing Works
Electrical & Instrumentation Materials
Office Supplies, Furniture & Equipment | Elektrikal,
panel
ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1829,2020009220,PT DUNGO REKSA,1,ELEKTRIKAL,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,2,,Subkon Instalasi Listrik | Sub.Genset Bergerak 50 KVA,,"Construction Services
Equipment & Plant | Concrete & Structural Works
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Power Generation & Temporary Utilities Equipment | Bekisting,
pekerjaan struktur beton.
penyelesaian arsitektural.
penutup atap
Mekanikal
Elektrikal,
Pekerjaan khusus seperti tunnelling,
Genset,"
1829,2020009220,PT DUNGO REKSA,2,BEKISTING / FORMWORK,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Bekisting Plat,,"Construction Services
Equipment & Plant | Concrete & Structural Works
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Power Generation & Temporary Utilities Equipment | Bekisting,
pekerjaan struktur beton.
penyelesaian arsitektural.
penutup atap
Mekanikal
Elektrikal,
Pekerjaan khusus seperti tunnelling,
Genset,"
1829,2020009220,PT DUNGO REKSA,3,FAÇADE / ARSITEKTUR,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,"Subkontraktor Struktur, Arsitektur & MEP",,"Construction Services
Equipment & Plant | Concrete & Structural Works
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Specialist Construction Works
Power Generation & Temporary Utilities Equipment | Bekisting,
pekerjaan struktur beton.
penyelesaian arsitektural.
penutup atap
Mekanikal
Elektrikal,
Pekerjaan khusus seperti tunnelling,
Genset,"
1830,2020009656,PT DUTA LAKSANA SATYA,1,PEKERJAAN TANAH / EARTHWORKS,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Subkon Galian Biasa untuk Dibuang,,"Construction Services | Earthworks & Ground Improvement | Galian, timbunan, pemadatan (pek. Tanah)"
1831,2020011869,PT ERAWAN PRAKARSA UTAMA,1,OFFICE SUPPLY / EQUIPMENT,NEW,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Corporate Support Services | Office Supplies, Furniture & Equipment | ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1833,2020008260,PT G TECH STEEL CONSTRUCTION I,1,EQUIPMENT / RENTAL,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Beban Sewa Alat External,,"Material Supply
Equipment & Plant | Reinforcement Steel
Equipment Rental & Fleet Services | coupler,
Sewa alat dengan/tanpa operator,"
1834,2020015679,PT GARIS IDEA MAS SEJAHTERA72.,1,FAÇADE / ARSITEKTUR,EXISTING,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,1,23,20,Pek. Pasangan Plafond Gypsumboard t=9mm | Plafond Gypsumboard Water Resistance | Plafond Kalsiboard | Plafond Kalsiboard (Lantai 2 dan 3) | Pek. Pengecatan Plafond (Lantai 1 dan 2),Pek. Pasangan Plafond Gypsumboard t=9mm | Plafond Gypsumboard Water Resistance | Plafond Kalsiboard | Plafond Kalsiboard (Lantai 2 dan 3) | Pek. Pengecatan Plafond (Lantai 1 dan 2),,"Construction Services
Material Supply
Equipment & Plant | Site Preparation & Demolition
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Concrete Production & Placement Plant | pembongkaran,
plafon dan partisi
lantai,
penyelesaian arsitektural.
Fasad
skylight, sealant
penutup atap
Mekanikal
Keramik,
cat,
flooring,
Membrane,
screed, dan"
1834,2020015679,PT GARIS IDEA MAS SEJAHTERA72.,2,PLUMBING / PIPA,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,3,3,Pek. Pemasangan Kloset Duduk | Pek. Pemasangan Wastafel | Pek. Pemasangan Floor Drain (2),Pek. Pemasangan Kloset Duduk | Pek. Pemasangan Wastafel | Pek. Pemasangan Floor Drain (2),,"Construction Services
Material Supply
Equipment & Plant | Site Preparation & Demolition
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Concrete Production & Placement Plant | pembongkaran,
plafon dan partisi
lantai,
penyelesaian arsitektural.
Fasad
skylight, sealant
penutup atap
Mekanikal
Keramik,
cat,
flooring,
Membrane,
screed, dan"
1834,2020015679,PT GARIS IDEA MAS SEJAHTERA72.,3,WATERPROOFING,NEW,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,1,2,1,Waterproofing Membran,Waterproofing Membran,,"Construction Services
Material Supply
Equipment & Plant | Site Preparation & Demolition
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Concrete Production & Placement Plant | pembongkaran,
plafon dan partisi
lantai,
penyelesaian arsitektural.
Fasad
skylight, sealant
penutup atap
Mekanikal
Keramik,
cat,
flooring,
Membrane,
screed, dan"
1834,2020015679,PT GARIS IDEA MAS SEJAHTERA72.,4,STEEL / FABRIKASI,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Railing Tangga,Railing Tangga,,"Construction Services
Material Supply
Equipment & Plant | Site Preparation & Demolition
Building & Architectural Works
Façade & Roofing
Mechanical, Electrical & Plumbing Works
Architectural & Finishing Materials
Waterproofing, Sealant & Construction Chemicals
Concrete Production & Placement Plant | pembongkaran,
plafon dan partisi
lantai,
penyelesaian arsitektural.
Fasad
skylight, sealant
penutup atap
Mekanikal
Keramik,
cat,
flooring,
Membrane,
screed, dan"
1836,2020005207,PT GEOFORCE INDONESIA,1,GEOTECHNICAL / SOIL INVESTIGATION,NEW,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Engineering & Professional Services | Geotechnical & Geological Engineering | Investigasi tanah,"
1843,2020013437,PT HAMASA IPARNA MANDIRI,1,OFFICE SUPPLY / EQUIPMENT,NEW,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Corporate Support Services | Office Supplies, Furniture & Equipment | ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1844,2020005372,PT HEISZCO ATARASINDO,1,LOGISTICS / TRANSPORT,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Mob Demob Pekerjaan Vinyl,,Construction Services | Building & Architectural Works | penyelesaian arsitektural.
1846,2020005477,PT INDOINTERNET,1,IT / TELECOM,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,4,4,19,Pengadaan Server Colocation | Pengadaan Server Colocation Apr 2025 | Pengadaan Server Colocation Okt 2025 | Pengadaan Server Colocation Des 2025,Data Center Rack Colocation ERP | Pengadaan Server Colocation | Pengadaan Data Center Rack Colocation | Pengadaan Server Colocation MC 12 | Pengadaan Server Colocation Feb 2025,,"Corporate Support Services | Office Supplies, Furniture & Equipment | ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1848,2020005478,PT INDOKERAMIKATAMA PERKASA,1,PLUMBING / PIPA,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,14,28,22,"Floor Drain TX1EB | Floor Drain ECO E2FD | Wastafel LW103JT1, T205QN | Wastafel Difabel Type LW247CJ, TX109LU | Wastafel LW647CJT1","Wastafel LW 528 NJ | Wastafel LW518JW/F | Floor Drain TX1DB | Floor Drain ECO-E3FD | Wastafel LW240CJ, LW240HFJ, TX112MEB",,"Material Supply
Corporate Support Services | Structural Steel & Metal Products
Masonry & Walling Materials
Architectural & Finishing Materials
Office Supplies, Furniture & Equipment | fastener,
Bata,
flooring,
ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1848,2020005478,PT INDOKERAMIKATAMA PERKASA,2,BAHAN BANGUNAN,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Bata Ringan Uk. 600x200x100 mm,Bata Ringan Uk. 600x200x100 mm,,"Material Supply
Corporate Support Services | Structural Steel & Metal Products
Masonry & Walling Materials
Architectural & Finishing Materials
Office Supplies, Furniture & Equipment | fastener,
Bata,
flooring,
ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1848,2020005478,PT INDOKERAMIKATAMA PERKASA,3,STEEL / FABRIKASI,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,2,,"Multi-purpose handrail T113B6V1 | Handrail T113BL9V1*, TX10B",,"Material Supply
Corporate Support Services | Structural Steel & Metal Products
Masonry & Walling Materials
Architectural & Finishing Materials
Office Supplies, Furniture & Equipment | fastener,
Bata,
flooring,
ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1849,2020009473,PT JAEP JASAJAYA PARAMA (JJP C,1,LEGAL / CORPORATE,EXISTING,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Corporate Support Services | Legal, Notarial & Corporate Secretarial Services | Jasa hukum korporat,"
1850,2020005617,PT JAYA ANUGERAH UTAMA,1,BEKISTING / FORMWORK,EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Subkon Form work type - A1,Subkon Form work type - A1,,"Construction Services
Material Supply | Site Preparation & Demolition
Concrete & Structural Works
Waterproofing, Sealant & Construction Chemicals | Pembersihan lahan
Bekisting,
Membrane,"
1850,2020005617,PT JAYA ANUGERAH UTAMA,2,PLUMBING / PIPA,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Waterstop PVC L=320 mm,,"Construction Services
Material Supply | Site Preparation & Demolition
Concrete & Structural Works
Waterproofing, Sealant & Construction Chemicals | Pembersihan lahan
Bekisting,
Membrane,"
1850,2020005617,PT JAYA ANUGERAH UTAMA,3,WATERPROOFING,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Waterstop PVC L=320 mm,,"Construction Services
Material Supply | Site Preparation & Demolition
Concrete & Structural Works
Waterproofing, Sealant & Construction Chemicals | Pembersihan lahan
Bekisting,
Membrane,"
1853,2020011777,PT JUSTITIA GLOBAL MANDIRI,1,TRAINING / PROFESSIONAL DEVELOPMENT,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Sertifikasi Ahli Kontrak Konstruksi,,"Corporate Support Services | Training & Professional Development | Pelatihan teknis/nonteknis, sertifikasi, leadership, e-learning, dan fasilitasi."
1857,2020009191,PT KIMIA FARMA DIAGNOSTIKA,1,MEDICAL / OCCUPATIONAL HEALTH,NEW,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,5,5,12,MCU Calon Karyawan PKWT 3 | MCU Calon Karyawan PKWT 7 | MCU Calon Karyawan PKWT 9 | Medical Check Up PKWT 5 Peserta | MCU Calon PKWT 3 Org,Biaya MCU PKWT | MCU Calon Karyawan PKWT 3 | MCU Calon Karyawan PKWT 7 | MCU Calon Karyawan PKWT 5 | Medical Check Up PKWT 8 Peserta,,"Corporate Support Services | Medical & Occupational Health Services | Klinik, medical check-up, occupational health, ambulance, dan tenaga medis."
1861,2020011383,PT LAMBATORANG ABADI JAYA,1,PEKERJAAN TANAH / EARTHWORKS,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,6,,Galian tanah | Urugan tanah biasa | Pek. pemadatan tanah | Pek. Galian Tanah Keras (JK) | Pek. Galian Tanah_JK_M3,,"Construction Services
Material Supply
Equipment & Plant
Logistic and SC Services | Earthworks & Ground Improvement
Aggregates, Sand & Fill Materials
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation | Galian, timbunan, pemadatan (pek. Tanah)
tanah urug,
material timbunan.
Excavator,
bulldozer,
dump truck off-road.
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,"
1861,2020011383,PT LAMBATORANG ABADI JAYA,2,LOGISTICS / TRANSPORT,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,4,,Mobdemob Bulldozer | Mobdemob Excavator | Mobdemob Dump Truck | Jasa Angkutan / Transport (JK),,"Construction Services
Material Supply
Equipment & Plant
Logistic and SC Services | Earthworks & Ground Improvement
Aggregates, Sand & Fill Materials
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation | Galian, timbunan, pemadatan (pek. Tanah)
tanah urug,
material timbunan.
Excavator,
bulldozer,
dump truck off-road.
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,"
1861,2020011383,PT LAMBATORANG ABADI JAYA,3,EQUIPMENT / RENTAL,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Sewa Alat Berat (JK),,"Construction Services
Material Supply
Equipment & Plant
Logistic and SC Services | Earthworks & Ground Improvement
Aggregates, Sand & Fill Materials
Earthmoving Equipment
Equipment Rental & Fleet Services
Land Transportation | Galian, timbunan, pemadatan (pek. Tanah)
tanah urug,
material timbunan.
Excavator,
bulldozer,
dump truck off-road.
Sewa alat dengan/tanpa operator,
Angkutan truk reguler,"
1862,2020005907,PT LENTERA ELOK DINAMIKA,1,ELEKTRIKAL,EXISTING,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,1,1,5,Lampu,Lampu Spectra | Lampu Panasonic | Lampu | Pekerjaan Lampu Gedung | Lighting,,"Construction Services
Material Supply | Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Electrical & Instrumentation Materials | pekerjaan struktur beton.
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Kabel
lighting,"
1862,2020005907,PT LENTERA ELOK DINAMIKA,2,FAÇADE / ARSITEKTUR,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,"Subkontraktor Struktur, Arsitektur & MEP",,"Construction Services
Material Supply | Concrete & Structural Works
Building & Architectural Works
Mechanical, Electrical & Plumbing Works
Electrical & Instrumentation Materials | pekerjaan struktur beton.
penyelesaian arsitektural.
Mekanikal
Elektrikal,
Kabel
lighting,"
1867,2020006079,PT MEGAH AGUNG SARANA,1,PLUMBING / PIPA,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,2,,Pek. Partisi Cubicle Toilet (JK) | Pekerjaan Pemasangan Cubicle Toilet,,"Construction Services
Material Supply | Building & Architectural Works
Architectural & Finishing Materials | plafon dan partisi
Keramik,"
1868,2020006098,PT MERAK BETON PERKASA,1,STRUKTUR BETON / CONCRETE,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,3,,Beton Readymix Fs 45 | Beton Readymix Fc 30 12±2 NFA | Beton Readymix Fc 40,,"Material Supply | Cement, Concrete & Grout Materials | ready-mix,"
1869,2020006099,PT MERAK JAYA PRATAMA,1,STRUKTUR BETON / CONCRETE,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,2,,Beton Readymix Fc 30 12±2 NFA | Beton Readymix Fc 10 12±2 NFA,,"Material Supply | Cement, Concrete & Grout Materials | ready-mix,"
1871,2020006110,PT METALINDO ESTETIKA DIMENSI,1,FAÇADE / ARSITEKTUR,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,3,,Steel Door & Fire Door | Master Key (Pintu) | Pek. Pemasangan Pintu Besi,,"Construction Services
Material Supply | Building & Architectural Works
Architectural & Finishing Materials | pintu-jendela,
flooring,
pintu,"
1873,2020006258,PT MULTI UTAMA INDOJASA,1,LEGAL / CORPORATE,EXISTING,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Corporate Support Services | Legal, Notarial & Corporate Secretarial Services | compliance."
1876,2020011938,PT OZAMI INTI SINERGI,1,TRAINING / PROFESSIONAL DEVELOPMENT,NEW,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Pelatihan Internet of Things,,"Corporate Support Services | Training & Professional Development
Office Supplies, Furniture & Equipment | Pelatihan teknis/nonteknis, sertifikasi, leadership, e-learning, dan fasilitasi.
ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1877,2020009846,PT PANDU PERSADA,1,KONSULTAN PERENCANA,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,PERENCANAAN,,"Engineering & Professional Services | Civil & Structural Engineering | design review,"
1879,2020008182,PT PENGSULINDO,1,ELEKTRIKAL,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Pengadaan Trafo Isolasi,,"Material Supply | Electrical & Instrumentation Materials | Kabel
panel"
1883,2010000035,PT PLN PERSERO JAS III,1,FINANCE / TAX / ACCOUNTING,NEW,PO+ITEM_U,CONFIRMED_TAXONOMY,False,True,2,2,1,Beban Pajak/ STNK/ Perijinan,Beban Pajak/ STNK/ Perijinan,,"Corporate Support Services | Training & Professional Development
Finance, Accounting & Tax Services | Pelatihan teknis/nonteknis, sertifikasi, leadership, e-learning, dan fasilitasi.
Accounting,"
1885,2020012493,PT PRATAMA SATYA TUNGGAL,1,OFFICE SUPPLY / EQUIPMENT,NEW,TAXONOMY_FALLBACK,CONFIRMED_TAXONOMY,False,True,0,0,0,,,,"Corporate Support Services | Office Supplies, Furniture & Equipment | ATK, furniture, office appliance, pantry supplies, dan general office equipment."
1890,2020009593,PT RASYA UTAMA,1,AGREGAT / BAHAN URUG,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Urugan sirtu,,"Material Supply
Equipment & Plant | Aggregates, Sand & Fill Materials
Reinforcement Steel
Equipment Rental & Fleet Services | sirtu,
welded wire mesh,
Sewa alat dengan/tanpa operator,"
1890,2020009593,PT RASYA UTAMA,2,EQUIPMENT / RENTAL,EXISTING,ITEM_U,CONFIRMED_TAXONOMY,False,True,0,0,1,,Sewa Excavator PC.200,,"Material Supply
Equipment & Plant | Aggregates, Sand & Fill Materials
Reinforcement Steel
Equipment Rental & Fleet Services | sirtu,
welded wire mesh,
Sewa alat dengan/tanpa operator,"
1890,2020009593,PT RASYA UTAMA,3,PEKERJAAN TANAH / EARTHWORKS,EXISTING,ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,0,0,1,,Urugan sirtu,,"Material Supply
Equipment & Plant | Aggregates, Sand & Fill Materials
Reinforcement Steel
Equipment Rental & Fleet Services | sirtu,
welded wire mesh,
Sewa alat dengan/tanpa operator,"
1891,2020012019,PT RAVINDO BAHARI PERSADA,1,"CARGO / LOGISTICS TRANSPORT (DARAT, LAUT, UDARA)",EXISTING,PO+ITEM_U,ACTUAL_WORK_CIRCLE_MISSING,False,False,1,1,1,Unloading Material Precast Shipment 3,Unloading Material Precast Shipment 3,,"Material Supply
Logistic and SC Services | Precast & Prestressed Concrete Products
Material Handling & Stevedoring | Girder,
Loading-unloading,"
